"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"RS_198","PUBLISHED","2011","WPR","","AUS","FMLE","3.2 [2.7-3.8]","3.20928","2.69361","3.76294","","",""
"RS_198","PUBLISHED","2005","WPR","","AUS","MLE","12.2 [10.8-13.8]","12.22194","10.80132","13.76047","","",""
"RS_198","PUBLISHED","2006","WPR","","AUS","FMLE","4.2 [3.5-4.8]","4.15591","3.53435","4.82728","","",""
"RS_198","PUBLISHED","2012","WPR","","AUS","MLE","8.4 [7.4-9.6]","8.43305","7.36285","9.55937","","",""
"RS_198","PUBLISHED","2014","WPR","","AUS","MLE","7.7 [6.6-8.8]","7.70363","6.64040","8.83122","","",""
"RS_198","PUBLISHED","2000","WPR","","AUS","FMLE","5.7 [4.9-6.6]","5.72696","4.91056","6.60538","","",""
"RS_198","PUBLISHED","2001","WPR","","AUS","MLE","13.6 [12.0-15.2]","13.58293","12.04241","15.21925","","",""
"RS_198","PUBLISHED","2003","WPR","","AUS","MLE","12.3 [10.9-13.9]","12.32965","10.92291","13.86483","","",""
"RS_198","PUBLISHED","2000","WPR","","AUS","MLE","14.0 [12.4-15.7]","14.01708","12.39109","15.71523","","",""
"RS_198","PUBLISHED","2013","WPR","","AUS","FMLE","3.0 [2.5-3.5]","2.98907","2.47724","3.53559","","",""
"RS_198","PUBLISHED","2002","WPR","","AUS","FMLE","5.0 [4.3-5.8]","5.01489","4.29160","5.78191","","",""
"RS_198","PUBLISHED","2015","WPR","","AUS","MLE","7.5 [6.4-8.7]","7.47670","6.36690","8.65622","","",""
"RS_198","PUBLISHED","2007","WPR","","AUS","MLE","11.5 [10.2-13.0]","11.53757","10.20532","12.98678","","",""
"RS_198","PUBLISHED","2006","WPR","","AUS","MLE","11.9 [10.5-13.4]","11.91265","10.53502","13.41342","","",""
"RS_196","PUBLISHED","2012","EUR","","AUT","BTSX","547 [463-640]","547.00000","462.56530","640.32110","","",""
"RS_196","PUBLISHED","2014","EUR","","AUT","FMLE","120 [97-147]","120.39990","96.60720","146.82620","","",""
"RS_196","PUBLISHED","2010","EUR","","AUT","BTSX","569 [484-661]","569.00000","484.30680","661.12150","","",""
"RS_196","PUBLISHED","2001","EUR","","AUT","FMLE","262 [220-307]","261.67090","219.95150","306.88930","","",""
"RS_196","PUBLISHED","2000","EUR","","AUT","BTSX","1006 [880-1143]","1006.00000","879.50200","1143.05500","","",""
"RS_196","PUBLISHED","2013","EUR","","AUT","BTSX","469 [395-551]","469.00000","395.16580","551.16030","","",""
"RS_196","PUBLISHED","2009","EUR","","AUT","FMLE","161 [132-194]","160.80310","132.22010","193.61370","","",""
"RS_196","PUBLISHED","2003","EUR","","AUT","FMLE","266 [223-313]","265.89730","222.61220","312.83800","","",""
"RS_196","PUBLISHED","2008","EUR","","AUT","MLE","517 [448-589]","516.83150","447.85830","589.01780","","",""
"RS_196","PUBLISHED","2013","EUR","","AUT","MLE","356 [304-414]","355.91500","303.91920","413.55610","","",""
"RS_196","PUBLISHED","2002","EUR","","AUT","FMLE","275 [231-321]","274.71780","231.34850","321.25420","","",""
"RS_196","PUBLISHED","2002","EUR","","AUT","MLE","711 [626-805]","711.28220","626.29490","805.26660","","",""
"RS_198","PUBLISHED","2017","EUR","","AUT","BTSX","4.9 [4.0-6.0]","4.91748","3.96977","5.97055","","",""
"RS_198","PUBLISHED","2019","EUR","","AUT","FMLE","2.5 [1.9-3.2]","2.50193","1.90448","3.20952","","",""
"RS_198","PUBLISHED","2012","EUR","","AUT","FMLE","3.3 [2.7-4.0]","3.30614","2.68738","4.00684","","",""
"RS_198","PUBLISHED","2002","EUR","","AUT","MLE","18.0 [15.8-20.4]","18.00076","15.84995","20.37927","","",""
"RS_198","PUBLISHED","2001","EUR","","AUT","FMLE","6.3 [5.3-7.4]","6.28191","5.28036","7.36747","","",""
"RS_198","PUBLISHED","2004","EUR","","AUT","BTSX","11.0 [9.5-12.6]","11.01401","9.54939","12.59535","","",""
"RS_198","PUBLISHED","2006","EUR","","AUT","BTSX","9.1 [7.8-10.5]","9.08834","7.80561","10.47963","","",""
"RS_198","PUBLISHED","2018","EUR","","AUT","BTSX","4.8 [3.9-5.9]","4.82083","3.85289","5.91664","","",""
"RS_198","PUBLISHED","2003","EUR","","AUT","BTSX","11.7 [10.2-13.4]","11.74189","10.18232","13.44419","","",""
"RS_198","PUBLISHED","2007","EUR","","AUT","BTSX","8.6 [7.3-9.9]","8.56415","7.34987","9.87424","","",""
"RS_198","PUBLISHED","2017","EUR","","AUT","FMLE","2.4 [1.9-3.0]","2.40893","1.86214","3.01768","","",""
"RS_198","PUBLISHED","2018","EUR","","AUT","MLE","7.5 [6.0-9.1]","7.46552","6.02823","9.08080","","",""
"RS_198","PUBLISHED","2011","EUR","","AUT","MLE","9.4 [8.1-10.8]","9.39585","8.09032","10.81528","","",""
"RS_198","PUBLISHED","2007","EUR","","AUT","MLE","13.0 [11.3-14.9]","13.04892","11.32449","14.87950","","",""
"RS_198","PUBLISHED","2008","EUR","","AUT","MLE","12.7 [11.0-14.5]","12.72928","11.03051","14.50719","","",""
"RS_198","PUBLISHED","2013","EUR","","AUT","MLE","8.5 [7.3-9.9]","8.51553","7.27149","9.89463","","",""
"RS_198","PUBLISHED","2014","EUR","","AUT","BTSX","5.1 [4.3-6.1]","5.14207","4.29404","6.07775","","",""
"RS_196","PUBLISHED","2018","EUR","","AZE","MLE","644 [404-1002]","644.30390","403.64900","1001.84400","","",""
"RS_196","PUBLISHED","2009","EUR","","AZE","MLE","817 [555-1262]","817.13490","554.98420","1262.31400","","",""
"RS_196","PUBLISHED","2015","EUR","","AZE","MLE","797 [509-1227]","796.84560","509.30990","1226.96800","","",""
"RS_196","PUBLISHED","2008","EUR","","AZE","FMLE","246 [169-349]","246.08070","168.63520","348.66410","","",""
"RS_196","PUBLISHED","2001","EUR","","AZE","BTSX","819 [620-1260]","819.00000","620.12090","1259.56900","","",""
"RS_196","PUBLISHED","2016","EUR","","AZE","FMLE","172 [108-266]","171.58970","108.29700","265.98130","","",""
"RS_196","PUBLISHED","2010","EUR","","AZE","FMLE","215 [144-310]","214.67020","143.82260","309.82340","","",""
"RS_196","PUBLISHED","2004","EUR","","AZE","FMLE","192 [138-259]","192.28310","138.31770","259.10140","","",""
"RS_196","PUBLISHED","2005","EUR","","AZE","BTSX","1185 [856-1820]","1185.00000","856.27840","1820.28400","","",""
"RS_196","PUBLISHED","2018","EUR","","AZE","FMLE","160 [98-252]","159.69610","98.02551","252.38760","","",""
"RS_196","PUBLISHED","2010","EUR","","AZE","MLE","815 [548-1256]","815.32980","548.20620","1255.59300","","",""
"RS_196","PUBLISHED","2004","EUR","","AZE","MLE","711 [525-1136]","710.71690","524.56410","1136.20500","","",""
"RS_196","PUBLISHED","2015","EUR","","AZE","BTSX","995 [634-1533]","995.00000","634.30270","1533.11500","","",""
"RS_198","PUBLISHED","2010","EUR","","AZE","FMLE","4.7 [3.2-6.8]","4.71039","3.15582","6.79829","","",""
"RS_198","PUBLISHED","2019","EUR","","AZE","FMLE","2.6 [1.6-4.2]","2.64560","1.60715","4.21749","","",""
"RS_198","PUBLISHED","2008","EUR","","AZE","MLE","21.2 [14.7-33.2]","21.20357","14.66800","33.18639","","",""
"RS_198","PUBLISHED","2012","EUR","","AZE","MLE","22.6 [14.8-35.0]","22.55352","14.80414","34.99028","","",""
"RS_198","PUBLISHED","2004","EUR","","AZE","MLE","17.1 [12.6-27.3]","17.10014","12.62123","27.33756","","",""
"RS_198","PUBLISHED","2002","EUR","","AZE","BTSX","10.1 [7.6-15.7]","10.12436","7.61656","15.66267","","",""
"RS_198","PUBLISHED","2012","EUR","","AZE","FMLE","5.6 [3.7-8.3]","5.63317","3.69155","8.27693","","",""
"RS_198","PUBLISHED","2009","EUR","","AZE","FMLE","4.8 [3.3-6.9]","4.83374","3.27912","6.92165","","",""
"RS_198","PUBLISHED","2007","EUR","","AZE","BTSX","13.7 [9.6-21.2]","13.74332","9.59456","21.19946","","",""
"RS_198","PUBLISHED","2006","EUR","","AZE","BTSX","13.2 [9.4-20.4]","13.24426","9.41438","20.39995","","",""
"RS_198","PUBLISHED","2011","EUR","","AZE","FMLE","5.0 [3.3-7.3]","4.99852","3.30161","7.29243","","",""
"RS_198","PUBLISHED","2003","EUR","","AZE","BTSX","14.5 [10.8-22.4]","14.50708","10.79972","22.36839","","",""
"RS_198","PUBLISHED","2017","EUR","","AZE","MLE","13.6 [8.5-21.0]","13.56074","8.53527","21.03162","","",""
"RS_198","PUBLISHED","2014","EUR","","AZE","FMLE","5.1 [3.3-7.7]","5.14230","3.32514","7.66911","","",""
"RS_198","PUBLISHED","2019","EUR","","AZE","BTSX","6.7 [4.1-10.6]","6.73212","4.14117","10.60766","","",""
"RS_198","PUBLISHED","2015","EUR","","AZE","BTSX","10.3 [6.6-15.9]","10.34009","6.59170","15.93221","","",""
"RS_198","PUBLISHED","2016","EUR","","AZE","MLE","13.9 [8.8-21.4]","13.88781","8.79964","21.43078","","",""
"RS_196","PUBLISHED","2014","AFR","","BDI","BTSX","3307 [2659-3956]","3307.00000","2659.00000","3956.00000","","",""
"RS_196","PUBLISHED","2006","AFR","","BDI","MLE","1698 [1362-2034]","1698.39800","1361.68200","2034.44100","","",""
"RS_196","PUBLISHED","2008","AFR","","BDI","MLE","1843 [1483-2202]","1842.90500","1483.11300","2202.01100","","",""
"RS_196","PUBLISHED","2017","AFR","","BDI","BTSX","3774 [3028-4536]","3774.33900","3028.20400","4536.46500","","",""
"RS_196","PUBLISHED","2016","AFR","","BDI","MLE","2534 [2034-3043]","2534.00200","2034.28100","3042.74600","","",""
"RS_196","PUBLISHED","2002","AFR","","BDI","BTSX","1962 [1538-2388]","1962.20200","1537.52600","2387.78400","","",""
"RS_196","PUBLISHED","2013","AFR","","BDI","BTSX","3225 [2590-3861]","3225.00000","2590.00000","3861.00000","","",""
"RS_196","PUBLISHED","2014","AFR","","BDI","FMLE","1039 [835-1243]","1039.06000","835.45790","1242.97500","","",""
"RS_196","PUBLISHED","2003","AFR","","BDI","MLE","1410 [1110-1709]","1409.90300","1109.89700","1709.29100","","",""
"RS_196","PUBLISHED","2006","AFR","","BDI","BTSX","2522 [2022-3021]","2522.00000","2022.00000","3021.00000","","",""
"RS_196","PUBLISHED","2011","AFR","","BDI","MLE","2031 [1638-2424]","2030.91600","1638.07900","2423.75200","","",""
"RS_196","PUBLISHED","2002","AFR","","BDI","MLE","1339 [1049-1629]","1338.57800","1048.87200","1628.90200","","",""
"RS_196","PUBLISHED","2004","AFR","","BDI","BTSX","2119 [1677-2561]","2118.80300","1677.42300","2561.08200","","",""
"RS_196","PUBLISHED","2018","AFR","","BDI","MLE","2727 [2187-3283]","2726.99800","2186.94200","3282.99300","","",""
"RS_196","PUBLISHED","2005","AFR","","BDI","BTSX","2203 [1752-2654]","2202.56600","1752.02000","2654.00600","","",""
"RS_196","PUBLISHED","2015","AFR","","BDI","FMLE","1085 [871-1298]","1084.67800","870.71920","1298.32700","","",""
"RS_196","PUBLISHED","2006","AFR","","BDI","FMLE","824 [660-987]","823.60200","660.31850","986.55890","","",""
"RS_198","PUBLISHED","2002","AFR","","BDI","MLE","40.6 [31.8-49.4]","40.59706","31.81071","49.40214","","",""
"RS_198","PUBLISHED","2009","AFR","","BDI","MLE","46.0 [37.1-55.0]","46.04562","37.11536","54.97588","","",""
"RS_198","PUBLISHED","2006","AFR","","BDI","MLE","45.3 [36.3-54.2]","45.27230","36.29683","54.22982","","",""
"RS_198","PUBLISHED","2016","AFR","","BDI","BTSX","34.8 [27.9-41.8]","34.81121","27.94622","41.80014","","",""
"RS_198","PUBLISHED","2000","AFR","","BDI","FMLE","19.1 [14.7-23.4]","19.06425","14.73717","23.38238","","",""
"RS_198","PUBLISHED","2012","AFR","","BDI","FMLE","20.9 [16.8-25.0]","20.89820","16.82816","24.96824","","",""
"RS_198","PUBLISHED","2011","AFR","","BDI","FMLE","20.3 [16.4-24.3]","20.33769","16.40381","24.27157","","",""
"RS_198","PUBLISHED","2018","AFR","","BDI","FMLE","21.3 [17.1-25.7]","21.33795","17.11217","25.68844","","",""
"RS_198","PUBLISHED","2008","AFR","","BDI","FMLE","20.4 [16.5-24.4]","20.44464","16.45321","24.42844","","",""
"RS_198","PUBLISHED","2001","AFR","","BDI","BTSX","30.2 [23.5-36.8]","30.15298","23.51123","36.80869","","",""
"RS_198","PUBLISHED","2013","AFR","","BDI","FMLE","21.0 [16.8-25.1]","20.97965","16.84878","25.11704","","",""
"RS_198","PUBLISHED","2009","AFR","","BDI","FMLE","20.3 [16.4-24.3]","20.32889","16.38623","24.27155","","",""
"RS_198","PUBLISHED","2006","AFR","","BDI","BTSX","33.1 [26.6-39.7]","33.14997","26.57781","39.70898","","",""
"RS_198","PUBLISHED","2014","AFR","","BDI","FMLE","20.9 [16.8-25.0]","20.89937","16.80418","25.00088","","",""
"RS_198","PUBLISHED","2007","AFR","","BDI","BTSX","33.4 [26.8-40.0]","33.36205","26.76087","39.97596","","",""
"RS_198","PUBLISHED","2000","AFR","","BDI","BTSX","30.3 [23.5-37.2]","30.34762","23.45951","37.22147","","",""
"RS_196","PUBLISHED","2017","EUR","","BEL","MLE","466 [386-555]","466.16990","385.69450","555.09130","","",""
"RS_196","PUBLISHED","2003","EUR","","BEL","BTSX","1251 [1106-1406]","1251.00000","1105.52400","1405.99900","","",""
"RS_196","PUBLISHED","2018","EUR","","BEL","BTSX","623 [502-761]","623.00000","501.85830","760.85790","","",""
"RS_196","PUBLISHED","2008","EUR","","BEL","BTSX","1015 [888-1152]","1015.00000","888.10620","1152.05600","","",""
"RS_196","PUBLISHED","2012","EUR","","BEL","FMLE","191 [157-228]","190.79950","157.05400","228.30720","","",""
"RS_196","PUBLISHED","2009","EUR","","BEL","BTSX","1023 [893-1165]","1023.00000","892.57130","1165.10400","","",""
"RS_196","PUBLISHED","2018","EUR","","BEL","FMLE","163 [126-206]","162.57620","126.33280","206.11380","","",""
"RS_196","PUBLISHED","2002","EUR","","BEL","FMLE","380 [326-438]","379.85520","325.61820","437.93560","","",""
"RS_196","PUBLISHED","2005","EUR","","BEL","BTSX","1154 [1015-1305]","1154.00000","1014.61700","1305.42300","","",""
"RS_196","PUBLISHED","2014","EUR","","BEL","MLE","573 [495-658]","573.08550","494.84820","657.61500","","",""
"RS_196","PUBLISHED","2010","EUR","","BEL","BTSX","889 [774-1015]","889.00000","773.65570","1015.02500","","",""
"RS_196","PUBLISHED","2010","EUR","","BEL","MLE","671 [592-757]","670.89770","591.97030","757.01530","","",""
"RS_196","PUBLISHED","2002","EUR","","BEL","BTSX","1437 [1272-1611]","1437.00000","1272.28900","1610.51600","","",""
"RS_196","PUBLISHED","2015","EUR","","BEL","MLE","552 [470-643]","552.30410","470.08490","642.79250","","",""
"RS_196","PUBLISHED","2001","EUR","","BEL","FMLE","419 [359-483]","418.58520","359.38230","483.00090","","",""
"RS_196","PUBLISHED","2012","EUR","","BEL","BTSX","794 [683-916]","794.00000","682.91250","916.00990","","",""
"RS_198","PUBLISHED","2015","EUR","","BEL","BTSX","6.7 [5.6-7.9]","6.68856","5.60537","7.88685","","",""
"RS_198","PUBLISHED","2009","EUR","","BEL","MLE","14.5 [12.9-16.3]","14.53273","12.85621","16.34074","","",""
"RS_198","PUBLISHED","2008","EUR","","BEL","BTSX","9.4 [8.2-10.7]","9.41666","8.23941","10.68821","","",""
"RS_198","PUBLISHED","2015","EUR","","BEL","FMLE","3.5 [2.8-4.3]","3.53172","2.83389","4.31185","","",""
"RS_198","PUBLISHED","2014","EUR","","BEL","FMLE","3.1 [2.5-3.8]","3.09848","2.53096","3.75238","","",""
"RS_198","PUBLISHED","2018","EUR","","BEL","FMLE","2.8 [2.2-3.5]","2.79859","2.17470","3.54805","","",""
"RS_198","PUBLISHED","2004","EUR","","BEL","FMLE","5.1 [4.3-5.9]","5.06250","4.29599","5.89139","","",""
"RS_198","PUBLISHED","2011","EUR","","BEL","BTSX","8.2 [7.1-9.4]","8.18968","7.09465","9.39877","","",""
"RS_198","PUBLISHED","2008","EUR","","BEL","FMLE","4.3 [3.6-5.0]","4.25371","3.55479","5.02244","","",""
"RS_198","PUBLISHED","2001","EUR","","BEL","FMLE","8.0 [6.8-9.2]","7.95099","6.82643","9.17456","","",""
"RS_198","PUBLISHED","2007","EUR","","BEL","FMLE","4.5 [3.8-5.3]","4.48967","3.77541","5.28494","","",""
"RS_198","PUBLISHED","2019","EUR","","BEL","MLE","8.6 [6.9-10.4]","8.58630","6.93287","10.42619","","",""
"RS_198","PUBLISHED","2005","EUR","","BEL","FMLE","5.6 [4.7-6.5]","5.59663","4.72417","6.54380","","",""
"RS_198","PUBLISHED","2017","EUR","","BEL","FMLE","2.8 [2.2-3.5]","2.79560","2.18762","3.47741","","",""
"RS_196","PUBLISHED","2001","AFR","","BEN","MLE","1403 [1137-1670]","1403.15500","1136.71500","1669.59400","","",""
"RS_196","PUBLISHED","2006","AFR","","BEN","FMLE","714 [583-846]","714.27980","583.03510","845.83330","","",""
"RS_196","PUBLISHED","2007","AFR","","BEN","MLE","1615 [1319-1910]","1614.89100","1319.45100","1910.33200","","",""
"RS_196","PUBLISHED","2008","AFR","","BEN","BTSX","2404 [1965-2842]","2404.00000","1965.00000","2842.00000","","",""
"RS_196","PUBLISHED","2010","AFR","","BEN","BTSX","2595 [2125-3064]","2595.00000","2125.00000","3064.00000","","",""
"RS_196","PUBLISHED","2004","AFR","","BEN","FMLE","665 [541-789]","664.87350","541.22610","788.52100","","",""
"RS_196","PUBLISHED","2017","AFR","","BEN","MLE","2088 [1723-2455]","2088.27100","1723.18900","2454.50000","","",""
"RS_196","PUBLISHED","2015","AFR","","BEN","MLE","1995 [1645-2346]","1995.30700","1644.90100","2345.71200","","",""
"RS_196","PUBLISHED","2006","AFR","","BEN","MLE","1599 [1305-1893]","1598.72000","1304.96500","1893.16700","","",""
"RS_196","PUBLISHED","2002","AFR","","BEN","FMLE","640 [520-760]","639.99400","519.76570","760.22230","","",""
"RS_196","PUBLISHED","2014","AFR","","BEN","MLE","1925 [1586-2264]","1925.20200","1585.99000","2263.72100","","",""
"RS_196","PUBLISHED","2012","AFR","","BEN","BTSX","2661 [2183-3138]","2661.00000","2183.00000","3138.00000","","",""
"RS_196","PUBLISHED","2017","AFR","","BEN","FMLE","931 [768-1094]","930.73580","768.02020","1093.96300","","",""
"RS_196","PUBLISHED","2002","AFR","","BEN","MLE","1452 [1179-1725]","1452.00600","1179.23400","1724.77800","","",""
"RS_196","PUBLISHED","2013","AFR","","BEN","FMLE","835 [686-985]","835.32700","685.84090","984.81310","","",""
"RS_196","PUBLISHED","2015","AFR","","BEN","BTSX","2887 [2380-3394]","2887.00000","2380.00000","3394.00000","","",""
"RS_196","PUBLISHED","2009","AFR","","BEN","BTSX","2497 [2044-2950]","2497.00000","2044.00000","2950.00000","","",""
"RS_198","PUBLISHED","2014","AFR","","BEN","FMLE","16.6 [13.7-19.5]","16.57261","13.65259","19.48667","","",""
"RS_198","PUBLISHED","2017","AFR","","BEN","MLE","37.5 [30.9-44.0]","37.46249","30.91312","44.03246","","",""
"RS_198","PUBLISHED","2012","AFR","","BEN","MLE","38.1 [31.2-44.9]","38.08137","31.24075","44.90768","","",""
"RS_198","PUBLISHED","2010","AFR","","BEN","FMLE","17.2 [14.1-20.3]","17.21163","14.09430","20.32232","","",""
"RS_198","PUBLISHED","2001","AFR","","BEN","FMLE","17.1 [13.9-20.4]","17.11889","13.86825","20.36953","","",""
"RS_198","PUBLISHED","2004","AFR","","BEN","BTSX","28.0 [22.8-33.2]","27.96128","22.76128","33.16128","","",""
"RS_198","PUBLISHED","2003","AFR","","BEN","BTSX","28.2 [22.9-33.5]","28.21600","22.92384","33.50816","","",""
"RS_198","PUBLISHED","2004","AFR","","BEN","MLE","39.1 [31.9-46.4]","39.14853","31.86803","46.42904","","",""
"RS_198","PUBLISHED","2011","AFR","","BEN","FMLE","17.1 [14.0-20.2]","17.07808","13.99168","20.16449","","",""
"RS_198","PUBLISHED","2011","AFR","","BEN","BTSX","28.1 [23.0-33.1]","28.07365","23.00010","33.14720","","",""
"RS_198","PUBLISHED","2001","AFR","","BEN","BTSX","28.5 [23.1-33.9]","28.50187","23.08977","33.91398","","",""
"RS_198","PUBLISHED","2006","AFR","","BEN","MLE","39.2 [32.0-46.5]","39.23978","32.02971","46.46682","","",""
"RS_196","PUBLISHED","2018","AFR","","BFA","FMLE","2099 [1653-2551]","2098.61000","1652.61700","2550.90000","","",""
"RS_196","PUBLISHED","2017","AFR","","BFA","FMLE","2005 [1584-2430]","2004.84600","1584.09000","2430.26200","","",""
"RS_196","PUBLISHED","2004","AFR","","BFA","MLE","2394 [1910-2878]","2393.69400","1909.51900","2877.86800","","",""
"RS_196","PUBLISHED","2005","AFR","","BFA","MLE","2484 [1984-2983]","2483.99400","1984.02300","2983.33100","","",""
"RS_196","PUBLISHED","2001","AFR","","BFA","BTSX","3314 [2595-4034]","3314.00800","2595.21200","4033.79800","","",""
"RS_196","PUBLISHED","2008","AFR","","BFA","BTSX","4358 [3504-5211]","4358.00000","3504.00000","5211.00000","","",""
"RS_196","PUBLISHED","2015","AFR","","BFA","FMLE","1878 [1492-2264]","1877.78300","1492.00200","2263.90400","","",""
"RS_196","PUBLISHED","2002","AFR","","BFA","MLE","2170 [1723-2617]","2170.19900","1723.17500","2617.22300","","",""
"RS_196","PUBLISHED","2011","AFR","","BFA","MLE","3153 [2534-3772]","3153.23000","2533.81100","3771.99700","","",""
"RS_196","PUBLISHED","2014","AFR","","BFA","BTSX","5317 [4242-6391]","5317.00000","4242.00000","6391.00000","","",""
"RS_196","PUBLISHED","2006","AFR","","BFA","BTSX","4070 [3261-4880]","4070.00000","3261.00000","4880.00000","","",""
"RS_196","PUBLISHED","2009","AFR","","BFA","MLE","2909 [2339-3479]","2909.32900","2339.17200","3478.85000","","",""
"RS_196","PUBLISHED","2010","AFR","","BFA","MLE","3075 [2475-3676]","3074.90000","2474.55300","3675.90000","","",""
"RS_196","PUBLISHED","2001","AFR","","BFA","MLE","2107 [1650-2565]","2107.02700","1650.02000","2564.66500","","",""
"RS_196","PUBLISHED","2014","AFR","","BFA","MLE","3519 [2808-4230]","3519.03400","2807.55000","4229.85600","","",""
"RS_196","PUBLISHED","2008","AFR","","BFA","MLE","2810 [2259-3360]","2810.13400","2259.45600","3360.16700","","",""
