"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"RS_198","PUBLISHED","2002","AFR","","DZA","MLE","31.4 [27.9-34.9]","31.40763","27.86551","34.94542","","",""
"RS_198","PUBLISHED","2013","AFR","","DZA","MLE","28.4 [25.3-31.5]","28.42777","25.32797","31.53110","","",""
"RS_198","PUBLISHED","2001","AFR","","DZA","MLE","31.3 [27.7-34.9]","31.29838","27.69598","34.90518","","",""
"RS_198","PUBLISHED","2004","AFR","","DZA","FMLE","14.0 [12.5-15.5]","14.01115","12.47809","15.54613","","",""
"RS_198","PUBLISHED","2010","AFR","","DZA","BTSX","22.3 [19.9-24.7]","22.30008","19.91247","24.68769","","",""
"RS_198","PUBLISHED","2004","AFR","","DZA","BTSX","22.5 [20.0-24.9]","22.47634","20.01704","24.93871","","",""
"RS_198","PUBLISHED","2002","AFR","","DZA","FMLE","14.0 [12.4-15.5]","13.96017","12.38575","15.53265","","",""
"RS_198","PUBLISHED","2007","AFR","","DZA","FMLE","14.1 [12.5-15.6]","14.05044","12.53561","15.56527","","",""
"RS_196","PUBLISHED","2000","AMR","","ECU","BTSX","1713 [1399-2141]","1713.00000","1399.42400","2141.25700","","",""
"RS_196","PUBLISHED","2018","AMR","","ECU","BTSX","3537 [2549-4613]","3536.81300","2549.45500","4612.58800","","",""
"RS_196","PUBLISHED","2007","AMR","","ECU","MLE","2139 [1679-2572]","2138.85600","1679.08300","2571.90500","","",""
"RS_196","PUBLISHED","2013","AMR","","ECU","BTSX","3470 [2609-4212]","3470.00000","2609.17900","4211.75700","","",""
"RS_196","PUBLISHED","2002","AMR","","ECU","BTSX","1973 [1575-2479]","1973.00000","1575.49000","2478.60200","","",""
"RS_196","PUBLISHED","2016","AMR","","ECU","MLE","2739 [2035-3327]","2739.28700","2035.38800","3326.88000","","",""
"RS_196","PUBLISHED","2002","AMR","","ECU","FMLE","465 [368-576]","464.59700","368.03800","576.35230","","",""
"RS_196","PUBLISHED","2008","AMR","","ECU","BTSX","2893 [2279-3495]","2893.00000","2279.09600","3495.32200","","",""
"RS_196","PUBLISHED","2018","AMR","","ECU","MLE","2755 [1985-3564]","2755.16300","1985.41000","3563.78900","","",""
"RS_196","PUBLISHED","2001","AMR","","ECU","FMLE","446 [351-554]","446.03640","351.13070","553.61190","","",""
"RS_196","PUBLISHED","2010","AMR","","ECU","BTSX","3682 [2838-4447]","3682.00000","2837.83300","4446.72600","","",""
"RS_196","PUBLISHED","2012","AMR","","ECU","MLE","2724 [2009-3293]","2723.81800","2008.78300","3292.99900","","",""
"RS_196","PUBLISHED","2003","AMR","","ECU","MLE","1536 [1227-1918]","1535.96900","1227.03200","1917.79800","","",""
"RS_196","PUBLISHED","2011","AMR","","ECU","FMLE","770 [616-942]","769.50130","616.35920","942.08950","","",""
"RS_196","PUBLISHED","2006","AMR","","ECU","FMLE","587 [469-723]","586.59450","468.88610","722.69520","","",""
"RS_198","PUBLISHED","2014","AMR","","ECU","MLE","37.6 [27.6-45.3]","37.61980","27.61716","45.33006","","",""
"RS_198","PUBLISHED","2012","AMR","","ECU","BTSX","22.3 [16.7-27.0]","22.26301","16.67937","27.03041","","",""
"RS_198","PUBLISHED","2009","AMR","","ECU","MLE","36.3 [28.0-43.6]","36.27028","28.01752","43.64118","","",""
"RS_198","PUBLISHED","2012","AMR","","ECU","FMLE","9.3 [7.4-11.5]","9.33619","7.40752","11.51795","","",""
"RS_198","PUBLISHED","2005","AMR","","ECU","FMLE","7.7 [6.1-9.5]","7.66915","6.11626","9.46936","","",""
"RS_198","PUBLISHED","2011","AMR","","ECU","FMLE","10.1 [8.1-12.4]","10.11394","8.10111","12.38235","","",""
"RS_198","PUBLISHED","2002","AMR","","ECU","MLE","22.9 [18.3-28.8]","22.87210","18.30875","28.84404","","",""
"RS_198","PUBLISHED","2018","AMR","","ECU","FMLE","9.2 [6.6-12.3]","9.15585","6.60694","12.28511","","",""
"RS_198","PUBLISHED","2012","AMR","","ECU","MLE","35.1 [25.9-42.5]","35.14823","25.92139","42.49295","","",""
"RS_198","PUBLISHED","2003","AMR","","ECU","FMLE","7.2 [5.7-8.9]","7.17512","5.69171","8.87881","","",""
"RS_198","PUBLISHED","2007","AMR","","ECU","FMLE","8.3 [6.7-10.3]","8.33331","6.68148","10.26459","","",""
"RS_198","PUBLISHED","2005","AMR","","ECU","BTSX","17.2 [13.7-21.0]","17.20691","13.70124","20.97964","","",""
"RS_198","PUBLISHED","2008","AMR","","ECU","MLE","31.5 [24.7-37.9]","31.50146","24.70529","37.85919","","",""
"RS_198","PUBLISHED","2006","AMR","","ECU","MLE","28.5 [22.7-34.4]","28.47629","22.65982","34.43611","","",""
"RS_198","PUBLISHED","2009","AMR","","ECU","BTSX","23.0 [17.9-27.8]","22.95861","17.86892","27.75857","","",""
"RS_198","PUBLISHED","2013","AMR","","ECU","FMLE","9.4 [7.4-11.6]","9.41869","7.44143","11.63262","","",""
"RS_196","PUBLISHED","2016","EMR","","EGY","MLE","6774 [3927-9776]","6773.99600","3926.66700","9776.10500","","",""
"RS_196","PUBLISHED","2015","EMR","","EGY","MLE","7821 [4548-11014]","7821.30200","4547.97500","11013.65000","","",""
"RS_196","PUBLISHED","2009","EMR","","EGY","FMLE","2919 [1789-4360]","2918.92200","1789.26300","4359.66600","","",""
"RS_196","PUBLISHED","2018","EMR","","EGY","FMLE","2827 [1546-4505]","2827.03100","1546.11400","4505.38600","","",""
"RS_196","PUBLISHED","2014","EMR","","EGY","MLE","8162 [4830-11432]","8161.80200","4830.16400","11431.96000","","",""
"RS_196","PUBLISHED","2003","EMR","","EGY","BTSX","8987 [5264-12792]","8987.00000","5264.01400","12792.31000","","",""
"RS_196","PUBLISHED","2002","EMR","","EGY","FMLE","2382 [1458-3512]","2382.46900","1458.26000","3511.63600","","",""
"RS_196","PUBLISHED","2007","EMR","","EGY","BTSX","9983 [5915-14239]","9983.00000","5915.47000","14239.46000","","",""
"RS_196","PUBLISHED","2011","EMR","","EGY","FMLE","2894 [1762-4369]","2894.05300","1762.45800","4369.47900","","",""
"RS_196","PUBLISHED","2005","EMR","","EGY","FMLE","2360 [1455-3486]","2360.08600","1455.09200","3485.86600","","",""
"RS_196","PUBLISHED","2007","EMR","","EGY","FMLE","2790 [1718-4145]","2790.13000","1717.58700","4145.09300","","",""
"RS_196","PUBLISHED","2014","EMR","","EGY","BTSX","11156 [6618-15982]","11156.00000","6618.44400","15982.47000","","",""
"RS_196","PUBLISHED","2013","EMR","","EGY","FMLE","2430 [1462-3672]","2429.91200","1462.10500","3671.92100","","",""
"RS_196","PUBLISHED","2009","EMR","","EGY","MLE","7566 [4426-10638]","7566.07800","4425.98500","10638.44000","","",""
"RS_196","PUBLISHED","2005","EMR","","EGY","BTSX","8186 [4835-11674]","8186.00000","4834.69100","11674.14000","","",""
"RS_198","PUBLISHED","2014","EMR","","EGY","MLE","17.9 [10.6-25.0]","17.86063","10.56994","25.01679","","",""
"RS_198","PUBLISHED","2011","EMR","","EGY","FMLE","6.9 [4.2-10.4]","6.91978","4.21410","10.44758","","",""
"RS_198","PUBLISHED","2009","EMR","","EGY","BTSX","12.9 [7.7-18.5]","12.92294","7.66040","18.48542","","",""
"RS_198","PUBLISHED","2015","EMR","","EGY","FMLE","6.5 [3.8-9.9]","6.47503","3.83932","9.88582","","",""
"RS_198","PUBLISHED","2008","EMR","","EGY","BTSX","13.2 [7.8-18.8]","13.17117","7.82401","18.77674","","",""
"RS_198","PUBLISHED","2007","EMR","","EGY","FMLE","7.2 [4.4-10.7]","7.20195","4.43348","10.69941","","",""
"RS_198","PUBLISHED","2016","EMR","","EGY","BTSX","9.8 [5.7-14.5]","9.83302","5.69969","14.50066","","",""
"RS_198","PUBLISHED","2006","EMR","","EGY","MLE","15.7 [9.1-21.9]","15.68786","9.10975","21.87539","","",""
"RS_198","PUBLISHED","2014","EMR","","EGY","FMLE","6.7 [4.0-10.2]","6.69431","3.99817","10.17385","","",""
"RS_198","PUBLISHED","2009","EMR","","EGY","MLE","18.5 [10.8-26.0]","18.46443","10.80128","25.96229","","",""
"RS_198","PUBLISHED","2010","EMR","","EGY","BTSX","13.7 [8.1-19.6]","13.68757","8.13395","19.60026","","",""
"RS_198","PUBLISHED","2008","EMR","","EGY","MLE","18.8 [11.0-26.5]","18.84461","11.02400","26.45894","","",""
"RS_198","PUBLISHED","2011","EMR","","EGY","BTSX","13.0 [7.8-18.5]","13.00260","7.76525","18.51012","","",""
"RS_198","PUBLISHED","2016","EMR","","EGY","FMLE","5.4 [3.1-8.4]","5.37917","3.11774","8.38949","","",""
"RS_198","PUBLISHED","2003","EMR","","EGY","MLE","17.4 [10.0-24.4]","17.40239","10.01725","24.44163","","",""
"RS_198","PUBLISHED","2010","EMR","","EGY","MLE","19.5 [11.5-27.4]","19.54603","11.49810","27.42142","","",""
"RS_196","PUBLISHED","2013","AFR","","ERI","MLE","835 [683-986]","834.68840","682.92690","985.71320","","",""
"RS_196","PUBLISHED","2014","AFR","","ERI","MLE","850 [694-1006]","850.38290","694.10020","1005.93200","","",""
"RS_196","PUBLISHED","2016","AFR","","ERI","MLE","914 [747-1082]","913.72030","746.99370","1081.90300","","",""
"RS_196","PUBLISHED","2013","AFR","","ERI","BTSX","1133 [927-1338]","1133.00000","927.00000","1338.00000","","",""
"RS_196","PUBLISHED","2017","AFR","","ERI","MLE","914 [748-1083]","914.43930","747.88060","1083.48600","","",""
"RS_196","PUBLISHED","2000","AFR","","ERI","FMLE","181 [146-216]","180.83080","145.82320","215.83850","","",""
"RS_196","PUBLISHED","2011","AFR","","ERI","FMLE","278 [232-325]","278.40690","231.53360","325.28020","","",""
"RS_196","PUBLISHED","2011","AFR","","ERI","MLE","803 [667-938]","802.59310","667.46640","937.71980","","",""
"RS_196","PUBLISHED","2010","AFR","","ERI","MLE","802 [667-938]","802.45820","666.97820","937.93810","","",""
"RS_196","PUBLISHED","2004","AFR","","ERI","MLE","681 [563-797]","680.51050","563.36120","796.91360","","",""
"RS_196","PUBLISHED","2016","AFR","","ERI","FMLE","341 [279-404]","341.27970","279.00630","404.09690","","",""
"RS_196","PUBLISHED","2006","AFR","","ERI","BTSX","982 [817-1148]","982.00000","817.00000","1148.00000","","",""
"RS_196","PUBLISHED","2001","AFR","","ERI","FMLE","193 [157-229]","192.93200","157.04360","228.82040","","",""
"RS_196","PUBLISHED","2008","AFR","","ERI","MLE","774 [643-905]","774.16390","642.89910","904.68290","","",""
"RS_198","PUBLISHED","2009","AFR","","ERI","BTSX","34.0 [28.2-39.7]","33.97523","28.23790","39.71255","","",""
"RS_198","PUBLISHED","2005","AFR","","ERI","FMLE","17.1 [14.2-20.0]","17.10604","14.23422","19.99569","","",""
"RS_198","PUBLISHED","2014","AFR","","ERI","FMLE","18.7 [15.2-22.1]","18.66458","15.23442","22.07864","","",""
"RS_198","PUBLISHED","2014","AFR","","ERI","BTSX","35.0 [28.6-41.4]","34.99984","28.56760","41.40188","","",""
"RS_198","PUBLISHED","2004","AFR","","ERI","FMLE","17.0 [14.1-19.9]","16.97977","14.05672","19.88421","","",""
"RS_198","PUBLISHED","2015","AFR","","ERI","BTSX","36.9 [30.2-43.7]","36.94488","30.18411","43.70564","","",""
"RS_198","PUBLISHED","2019","AFR","","ERI","MLE","54.8 [44.9-65.0]","54.81149","44.88784","65.02122","","",""
"RS_198","PUBLISHED","2019","AFR","","ERI","FMLE","21.0 [17.2-24.9]","20.95160","17.15830","24.85425","","",""
"RS_198","PUBLISHED","2017","AFR","","ERI","MLE","53.5 [43.7-63.4]","53.46963","43.73052","63.35426","","",""
"RS_198","PUBLISHED","2002","AFR","","ERI","MLE","49.3 [40.4-58.1]","49.25408","40.37021","58.13794","","",""
"RS_198","PUBLISHED","2002","AFR","","ERI","FMLE","16.6 [13.6-19.5]","16.55831","13.57172","19.54490","","",""
"RS_198","PUBLISHED","2011","AFR","","ERI","FMLE","17.3 [14.4-20.2]","17.32027","14.40418","20.23635","","",""
"RS_198","PUBLISHED","2013","AFR","","ERI","FMLE","18.2 [14.9-21.5]","18.19695","14.88841","21.48942","","",""
"RS_198","PUBLISHED","2010","AFR","","ERI","BTSX","34.0 [28.3-39.7]","34.00162","28.26109","39.74216","","",""
"RS_198","PUBLISHED","2014","AFR","","ERI","MLE","51.3 [41.9-60.7]","51.29113","41.86489","60.67311","","",""
"RS_196","PUBLISHED","2004","EUR","","ESP","BTSX","5056 [4495-5636]","5056.00000","4494.72000","5636.16800","","",""
"RS_196","PUBLISHED","2016","EUR","","ESP","BTSX","1922 [1597-2274]","1922.00000","1596.53200","2273.62000","","",""
"RS_196","PUBLISHED","2011","EUR","","ESP","FMLE","504 [416-598]","503.77050","415.56410","597.84110","","",""
"RS_196","PUBLISHED","2001","EUR","","ESP","BTSX","5934 [5318-6589]","5934.00000","5317.96800","6589.39700","","",""
"RS_196","PUBLISHED","2019","EUR","","ESP","FMLE","436 [336-553]","436.04190","335.65190","552.98150","","",""
"RS_196","PUBLISHED","2012","EUR","","ESP","MLE","1547 [1346-1756]","1547.13800","1346.05600","1756.01100","","",""
"RS_196","PUBLISHED","2017","EUR","","ESP","FMLE","434 [343-536]","434.02460","342.92430","535.92580","","",""
"RS_196","PUBLISHED","2013","EUR","","ESP","FMLE","440 [359-527]","439.58800","358.59680","526.62380","","",""
"RS_196","PUBLISHED","2004","EUR","","ESP","MLE","3886 [3487-4298]","3886.24600","3487.43800","4298.38800","","",""
"RS_196","PUBLISHED","2001","EUR","","ESP","FMLE","1396 [1214-1586]","1395.61200","1213.94100","1586.22600","","",""
"RS_196","PUBLISHED","2000","EUR","","ESP","MLE","4812 [4362-5298]","4811.84600","4361.84700","5298.25600","","",""
"RS_196","PUBLISHED","2015","EUR","","ESP","MLE","1502 [1284-1739]","1502.34900","1283.93500","1739.23100","","",""
"RS_196","PUBLISHED","2004","EUR","","ESP","FMLE","1170 [1007-1338]","1169.75400","1007.28200","1337.78000","","",""
"RS_196","PUBLISHED","2010","EUR","","ESP","BTSX","2555 [2217-2911]","2555.00000","2217.44000","2910.84100","","",""
"RS_196","PUBLISHED","2013","EUR","","ESP","MLE","1449 [1254-1654]","1449.41200","1254.37000","1654.31300","","",""
"RS_196","PUBLISHED","2018","EUR","","ESP","FMLE","454 [354-568]","454.21160","353.56600","568.48730","","",""
"RS_198","PUBLISHED","2019","EUR","","ESP","FMLE","1.8 [1.4-2.3]","1.83395","1.41172","2.32578","","",""
"RS_198","PUBLISHED","2018","EUR","","ESP","BTSX","4.1 [3.3-5.0]","4.10744","3.29540","4.99020","","",""
"RS_198","PUBLISHED","2017","EUR","","ESP","BTSX","4.2 [3.4-5.0]","4.16664","3.39945","4.99433","","",""
"RS_198","PUBLISHED","2012","EUR","","ESP","BTSX","4.3 [3.7-4.9]","4.25387","3.65426","4.88270","","",""
"RS_198","PUBLISHED","2013","EUR","","ESP","MLE","6.3 [5.4-7.2]","6.27412","5.42984","7.16109","","",""
"RS_198","PUBLISHED","2009","EUR","","ESP","BTSX","6.0 [5.2-6.8]","6.00641","5.23832","6.82127","","",""
"RS_198","PUBLISHED","2011","EUR","","ESP","BTSX","4.7 [4.1-5.4]","4.69796","4.06115","5.36707","","",""
"RS_198","PUBLISHED","2000","EUR","","ESP","BTSX","15.4 [13.9-17.1]","15.41957","13.85318","17.10119","","",""
"RS_198","PUBLISHED","2007","EUR","","ESP","BTSX","8.7 [7.7-9.8]","8.69928","7.67257","9.77951","","",""
"RS_198","PUBLISHED","2005","EUR","","ESP","MLE","16.9 [15.2-18.7]","16.90103","15.16820","18.70151","","",""
"RS_198","PUBLISHED","2018","EUR","","ESP","FMLE","1.9 [1.5-2.4]","1.91126","1.48775","2.39211","","",""
"RS_198","PUBLISHED","2001","EUR","","ESP","FMLE","6.6 [5.8-7.5]","6.64060","5.77617","7.54758","","",""
"RS_198","PUBLISHED","2009","EUR","","ESP","MLE","9.5 [8.3-10.6]","9.45411","8.33056","10.64299","","",""
"RS_198","PUBLISHED","2019","EUR","","ESP","BTSX","3.9 [3.1-4.8]","3.91405","3.09493","4.81146","","",""
"RS_198","PUBLISHED","2015","EUR","","ESP","FMLE","2.0 [1.6-2.4]","1.98122","1.59005","2.40694","","",""
"RS_196","PUBLISHED","2018","EUR","","EST","FMLE","21 [15-30]","20.92491","14.51405","30.03556","","",""
"RS_196","PUBLISHED","2012","EUR","","EST","MLE","70 [57-86]","70.22542","56.56124","85.51042","","",""
"RS_196","PUBLISHED","2004","EUR","","EST","MLE","142 [117-169]","141.83810","117.38780","169.13880","","",""
"RS_196","PUBLISHED","2005","EUR","","EST","MLE","150 [125-179]","150.48890","124.66850","179.21210","","",""
"RS_196","PUBLISHED","2013","EUR","","EST","MLE","67 [53-83]","66.72022","53.33605","82.50881","","",""
"RS_196","PUBLISHED","2000","EUR","","EST","FMLE","64 [51-80]","64.49185","51.35028","79.81489","","",""
"RS_196","PUBLISHED","2002","EUR","","EST","BTSX","231 [191-276]","230.97410","191.02740","276.40370","","",""
"RS_196","PUBLISHED","2016","EUR","","EST","MLE","55 [43-71]","55.49986","42.57949","71.42961","","",""
"RS_196","PUBLISHED","2000","EUR","","EST","MLE","183 [154-215]","182.50810","154.08280","214.66560","","",""
"RS_196","PUBLISHED","2005","EUR","","EST","FMLE","49 [38-61]","48.51113","38.01328","60.70003","","",""
"RS_196","PUBLISHED","2017","EUR","","EST","FMLE","14 [10-19]","13.91152","10.12686","18.56856","","",""
"RS_196","PUBLISHED","2019","EUR","","EST","BTSX","59 [41-84]","59.17808","40.51485","83.84525","","",""
"RS_196","PUBLISHED","2009","EUR","","EST","FMLE","36 [27-45]","35.64307","27.49784","45.02452","","",""
"RS_196","PUBLISHED","2014","EUR","","EST","FMLE","28 [22-36]","28.27515","21.55795","36.25922","","",""
"RS_196","PUBLISHED","2019","EUR","","EST","FMLE","18 [12-26]","18.22492","12.26768","26.44382","","",""
"RS_196","PUBLISHED","2015","EUR","","EST","BTSX","84 [65-107]","84.00000","64.51079","107.22150","","",""
"RS_198","PUBLISHED","2011","EUR","","EST","FMLE","3.8 [2.9-4.8]","3.76817","2.90219","4.76742","","",""
"RS_198","PUBLISHED","2009","EUR","","EST","BTSX","8.8 [7.0-10.7]","8.75995","7.03371","10.72573","","",""
"RS_198","PUBLISHED","2017","EUR","","EST","BTSX","4.1 [3.0-5.4]","4.06996","3.00626","5.38307","","",""
"RS_198","PUBLISHED","2002","EUR","","EST","BTSX","16.7 [13.8-20.0]","16.70412","13.81517","19.98960","","",""
"RS_198","PUBLISHED","2014","EUR","","EST","FMLE","4.0 [3.1-5.2]","4.03012","3.07271","5.16811","","",""
"RS_198","PUBLISHED","2000","EUR","","EST","FMLE","8.6 [6.9-10.7]","8.63863","6.87833","10.69114","","",""
"RS_198","PUBLISHED","2004","EUR","","EST","MLE","22.4 [18.5-26.7]","22.36756","18.51181","26.67283","","",""
"RS_198","PUBLISHED","2018","EUR","","EST","MLE","8.8 [6.2-12.0]","8.76970","6.24251","11.96957","","",""
"RS_198","PUBLISHED","2010","EUR","","EST","MLE","10.6 [8.6-12.9]","10.55814","8.58444","12.90752","","",""
"RS_198","PUBLISHED","2013","EUR","","EST","MLE","10.8 [8.7-13.4]","10.84282","8.66774","13.40865","","",""
"RS_198","PUBLISHED","2019","EUR","","EST","BTSX","4.5 [3.1-6.3]","4.46408","3.05623","6.32485","","",""
"RS_198","PUBLISHED","2001","EUR","","EST","MLE","25.7 [21.5-30.4]","25.71230","21.45292","30.40460","","",""
"RS_198","PUBLISHED","2009","EUR","","EST","FMLE","5.0 [3.8-6.3]","4.98982","3.84953","6.30317","","",""
"RS_198","PUBLISHED","2011","EUR","","EST","MLE","13.1 [10.6-16.0]","13.13865","10.64154","16.04562","","",""
"RS_198","PUBLISHED","2002","EUR","","EST","FMLE","7.2 [5.7-8.9]","7.15929","5.70165","8.91566","","",""
"RS_198","PUBLISHED","2001","EUR","","EST","BTSX","16.0 [13.2-19.1]","15.95127","13.15408","19.10048","","",""
"RS_196","PUBLISHED","2016","AFR","","ETH","FMLE","7870 [6188-9546]","7870.06400","6187.53100","9545.68600","","",""
"RS_196","PUBLISHED","2017","AFR","","ETH","FMLE","8272 [6502-10033]","8272.15500","6501.79100","10032.67000","","",""
"RS_196","PUBLISHED","2002","AFR","","ETH","MLE","11495 [8560-14430]","11495.25000","8560.28200","14430.23000","","",""
"RS_196","PUBLISHED","2001","AFR","","ETH","BTSX","16666 [12390-20942]","16666.00000","12390.00000","20942.00000","","",""
"RS_196","PUBLISHED","2014","AFR","","ETH","FMLE","7458 [5866-9051]","7458.44900","5866.05700","9051.13600","","",""
"RS_196","PUBLISHED","2008","AFR","","ETH","BTSX","19388 [14698-24078]","19388.00000","14698.00000","24078.00000","","",""
"RS_196","PUBLISHED","2013","AFR","","ETH","MLE","17293 [13618-20967]","17292.72000","13618.19000","20966.55000","","",""
"RS_196","PUBLISHED","2014","AFR","","ETH","MLE","17872 [14056-21688]","17871.55000","14055.94000","21687.86000","","",""
"RS_196","PUBLISHED","2000","AFR","","ETH","BTSX","16300 [12020-20581]","16300.00000","12020.00000","20581.00000","","",""
"RS_196","PUBLISHED","2001","AFR","","ETH","MLE","11062 [8224-13900]","11061.93000","8223.77100","13900.10000","","",""
"RS_196","PUBLISHED","2006","AFR","","ETH","FMLE","6143 [4611-7676]","6143.27600","4610.56400","7675.98900","","",""
"RS_196","PUBLISHED","2008","AFR","","ETH","FMLE","6221 [4716-7726]","6220.72200","4715.91600","7725.52800","","",""
"RS_196","PUBLISHED","2018","AFR","","ETH","MLE","21425 [16835-25978]","21424.73000","16835.30000","25978.44000","","",""
"RS_196","PUBLISHED","2012","AFR","","ETH","BTSX","24323 [19042-29604]","24323.00000","19042.00000","29604.00000","","",""
"RS_198","PUBLISHED","2001","AFR","","ETH","BTSX","24.5 [18.2-30.7]","24.45150","18.17797","30.72503","","",""
"RS_198","PUBLISHED","2016","AFR","","ETH","BTSX","26.4 [20.7-32.0]","26.37557","20.73676","31.99121","","",""
"RS_198","PUBLISHED","2002","AFR","","ETH","FMLE","16.5 [12.3-20.7]","16.48361","12.27501","20.69221","","",""
"RS_198","PUBLISHED","2014","AFR","","ETH","MLE","36.5 [28.7-44.2]","36.45642","28.67291","44.24137","","",""
"RS_198","PUBLISHED","2018","AFR","","ETH","MLE","39.2 [30.8-47.5]","39.21410","30.81397","47.54885","","",""
"RS_198","PUBLISHED","2003","AFR","","ETH","FMLE","16.7 [12.4-20.9]","16.65773","12.42761","20.88694","","",""
"RS_198","PUBLISHED","2012","AFR","","ETH","BTSX","26.2 [20.5-31.9]","26.23077","20.53555","31.92598","","",""
"RS_198","PUBLISHED","2004","AFR","","ETH","MLE","33.3 [25.1-41.6]","33.34996","25.06088","41.63903","","",""
"RS_198","PUBLISHED","2019","AFR","","ETH","MLE","40.2 [31.5-48.7]","40.15166","31.54278","48.67443","","",""
"RS_198","PUBLISHED","2000","AFR","","ETH","BTSX","24.6 [18.2-31.1]","24.61313","18.15030","31.07748","","",""
"RS_198","PUBLISHED","2015","AFR","","ETH","BTSX","26.0 [20.5-31.6]","26.03747","20.46304","31.61091","","",""
"RS_198","PUBLISHED","2013","AFR","","ETH","MLE","36.3 [28.6-44.0]","36.29210","28.58040","44.00232","","",""
"RS_198","PUBLISHED","2000","AFR","","ETH","MLE","32.8 [24.2-41.4]","32.78600","24.17716","41.39685","","",""
"RS_198","PUBLISHED","2004","AFR","","ETH","BTSX","24.8 [18.7-31.0]","24.82102","18.65179","30.99024","","",""
"RS_198","PUBLISHED","2009","AFR","","ETH","MLE","32.2 [24.8-39.7]","32.23426","24.78382","39.68630","","",""
"RS_196","PUBLISHED","2017","EUR","","FIN","BTSX","245 [190-309]","245.00000","190.45690","308.56070","","",""
"RS_196","PUBLISHED","2002","EUR","","FIN","MLE","321 [270-377]","321.44080","270.44670","377.23430","","",""
"RS_196","PUBLISHED","2003","EUR","","FIN","FMLE","125 [101-152]","124.91350","100.80270","151.87630","","",""
"RS_196","PUBLISHED","2007","EUR","","FIN","FMLE","117 [94-143]","116.65630","93.81132","142.72540","","",""
"RS_196","PUBLISHED","2007","EUR","","FIN","BTSX","396 [328-472]","396.00000","327.89940","471.66660","","",""
"RS_196","PUBLISHED","2005","EUR","","FIN","FMLE","99 [80-121]","99.30397","80.40863","121.17120","","",""
"RS_196","PUBLISHED","2013","EUR","","FIN","MLE","192 [156-232]","192.11450","156.34000","232.23100","","",""
"RS_196","PUBLISHED","2001","EUR","","FIN","MLE","321 [270-376]","320.75030","269.84300","376.27090","","",""
"RS_196","PUBLISHED","2001","EUR","","FIN","BTSX","462 [386-546]","462.00000","385.93460","545.88260","","",""
"RS_196","PUBLISHED","2004","EUR","","FIN","MLE","274 [230-321]","273.65020","230.49680","321.40700","","",""
"RS_196","PUBLISHED","2015","EUR","","FIN","BTSX","278 [222-343]","278.00000","221.53040","343.12020","","",""
"RS_196","PUBLISHED","2000","EUR","","FIN","MLE","282 [236-331]","281.82080","236.16110","331.18790","","",""
"RS_196","PUBLISHED","2008","EUR","","FIN","BTSX","359 [297-429]","359.00000","297.11150","428.89460","","",""
"RS_196","PUBLISHED","2000","EUR","","FIN","BTSX","421 [349-500]","421.00000","349.38380","499.95620","","",""
"RS_196","PUBLISHED","2016","EUR","","FIN","MLE","205 [162-254]","204.66390","162.13590","253.56340","","",""
"RS_196","PUBLISHED","2016","EUR","","FIN","BTSX","260 [204-324]","260.00000","204.11990","324.29800","","",""
"RS_198","PUBLISHED","2001","EUR","","FIN","MLE","12.6 [10.6-14.8]","12.62803","10.62379","14.81389","","",""
"RS_196","PUBLISHED","2008","EUR","","MLT","FMLE","4 [3-5]","3.51268","2.60745","4.60533","","",""
"RS_196","PUBLISHED","2006","EUR","","MLT","FMLE","1 [1-2]","1.45694","1.07048","1.94234","","",""
"RS_196","PUBLISHED","2002","EUR","","MLT","MLE","13 [10-16]","12.81098","10.14207","15.80896","","",""
"RS_196","PUBLISHED","2004","EUR","","MLT","BTSX","14 [11-17]","14.00000","10.95801","17.42124","","",""
"RS_196","PUBLISHED","2017","EUR","","MLT","BTSX","21 [16-29]","21.47246","15.55079","28.73658","","",""
"RS_196","PUBLISHED","2018","EUR","","MLT","FMLE","7 [5-10]","7.21365","5.08221","9.83435","","",""
"RS_196","PUBLISHED","2009","EUR","","MLT","MLE","17 [13-22]","17.15698","13.25044","21.67744","","",""
"RS_196","PUBLISHED","2007","EUR","","MLT","BTSX","16 [12-20]","16.00000","12.38261","20.20991","","",""
"RS_196","PUBLISHED","2017","EUR","","MLT","MLE","13 [9-17]","12.97364","9.49925","17.14537","","",""
"RS_196","PUBLISHED","2000","EUR","","MLT","MLE","14 [11-17]","13.84649","11.02119","17.09154","","",""
"RS_196","PUBLISHED","2006","EUR","","MLT","BTSX","10 [8-12]","10.00000","7.84254","12.47766","","",""
"RS_196","PUBLISHED","2008","EUR","","MLT","BTSX","18 [14-22]","17.69539","13.58918","22.45190","","",""
"RS_196","PUBLISHED","2007","EUR","","MLT","MLE","11 [9-14]","11.48710","8.97851","14.36822","","",""
"RS_196","PUBLISHED","2016","EUR","","MLT","BTSX","26 [19-34]","26.00000","19.00236","34.40506","","",""
"RS_196","PUBLISHED","2016","EUR","","MLT","FMLE","8 [6-11]","8.49300","6.10210","11.48307","","",""
"RS_198","PUBLISHED","2018","EUR","","MLT","MLE","6.0 [4.2-8.0]","5.96509","4.16806","7.96832","","",""
"RS_198","PUBLISHED","2016","EUR","","MLT","MLE","8.0 [5.9-10.5]","8.01460","5.90566","10.49354","","",""
